id,idioma,label,comentarios
189,es,0,"No conserva la transparencia asi como llega nuevo.
lo compre en diciembre, es abril y ya se ve como color ahumado. Justamente compré este porque en la descripcion dice ""no amarillea"" y claro que si cambio de color.
Esperaba que durara mas.
Fuera de eso, cumple muy bien sus funciones."
369,es,0,"El equipo era en condiciones aceptable, lei reseñas sobre algunos que les llegó en mejores condiciones siendo este aceptable, este en mi caso muy dañado de los Marcos 88% de condicion de batería, estoy usándolo y decidír si lo regreso"
349,es,1,"Play Video
el cel venia en excelentes condiciones bateria al 100% estetica de 20/10 como nuevo. mi detalle fue que la pantalla parece ser generica. tiene unas lineas en la pantalla, se ve de pesima calidad, y se ve como porosa. pero ojo fue mi experiencia. animense yo recomiendo buyspry en calidad exelente mucho ojo con el vendedor y en que calidad lo compran. ya estoy en proceso de devolucion. si tienen duda, contesto"
190,es,1,"La calidad de la funda en general es buena, se me cayó 1 vez y protegió completamente el teléfono, los imanes son más fuertes que los del mismo iPhone pero no tanto (no son “súper fuertes” como indica el producto), el problema es que la funda se puso amarilla en unos 3 meses lo cual me parece muy poco tiempo."
1,es,0,El acabado en titanio negro es hermoso. No decepciona Apple
198,es,1,"Sinceramente no soy de opinar, pero esta funda superó mis expectativas, sobre todo porque hace resaltar el acabado de mi teléfono, además el material del que está echa es muy bueno, el Amat Sade tiene un agarre increíble, este producto lo recomiendo bastante!!!"
235,es,0,En la descripcion dice que es anti amarillo y se me puso amarillo al mes
10,es,1,Excelente
191,es,0,Recomendable
2,es,0,"Me llego en tiempo y forma, cerrado correctamente, lo abrí y tengo 1 día usándolo, todo bien hasta el momento, súper enamorada de su funcionamiento y del celular 📱 estoy encantada al día de hoy.
La única sugerencia es que cuando empacan el celular m deberían llenar alrededor de la caja donde lo ponen con papel o algo para que no ande suelto, por que la caja si llego un poco raspadita."
327,es,0,El equipo llega en condiciones excelentes y con 87% de batería.
92,es,1,"No se pierde calidad de imagen, tiene buen precio y queda excelente gracias al marco. Además de que se siente bien al tacto."
43,es,1,"la mica es super transparente y se adapta muy bien a la pantalla del iphone, el touch funciona de maravilla, ademas ayuda mucho la herramienta para colocarlo en la superficie, evitando los grumos de aire"
277,es,1,"Muy bonito!! Sin detalles, traía mica no de muy buena calidad pero se agradece que trajera mica porque así viene seguro el producto, con pila al 87% estética 100 y funciona súper bien, no trae caja original pero si cable de alta potencia. Me encantó."
93,es,0,Lo he comprado para mis telefonos y peotege la pantalla muy bien
192,es,1,"Es la funda perfecta para el telefono, se adapta y lo protege bien de caídas y golpes, polvo si entra entonces hay que limpiar continuamente. En 6 meses se empezó a hacer amarillenta, ya no es tan transparente como nueva pero se sigue viendo muy bien.

El iman para magsafe es una joya"
32,es,0,"La verdad un excelente producto, mejor de lo que esperaba, la pila me llego al 100% y estéticamente esta 10-10 solo tiene un ligero rayón que ni se nota"
3,es,0,"Llego perfecto, caja nueva sellada quizá un poquito malteada la caja pero muy poco. Llego rápido al día siguiente y lo mejor que lo conseguí con bonificaciones Banorte tdc y me quedo 18,000 y algo"
380,es,1,"Muy buen producto, cumple con lo que promete lo único decepcionante un poco fue el cable que venía con el equipo"
4,es,1,Lo compré con una súper oferta y la verdad me ha gustado mucho lo suave y rápido que es
193,es,0,"No es un mal producto, porque es estético, pero no es nada resistente el material, si lo que buscan es protegerlo de caídas este producto no les funcionará"
75,es,1,Muy bien deslizamiento. Mejor resolución. Fácil instalación.
246,es,0,"El teléfono llegó en perfecto estado y muy bien empacado. Con una estética de 10, la batería está al 86% y pude usar sin problema mi chip Telcel.
Hasta el momento funciona sin problema alguno."
5,es,1,"La caja llegó en Excelente estado, no hay nada mejor que comprar el producto nuevo, vale la pena por el costo beneficio. Estoy encantada con mi nuevo iPhone, al fin jubilé al 11 pro que tenía. 10 de 10"
94,es,1,"Excelente calidad, incluye todo lo necesario para hacer la aplicación por uno mismo de manera sencilla"
175,es,0,"Después de 11 meses de uso e incluso desde menos tiempo se puso amarilla, cosa que en sus especificaciones aseguran que no se pondría."
300,es,0,"Tuve suerte con la pila al 99% solo tiene un pequeño rayón en la pantalla pero no se le ve con la mica pero está casi nuevo, a pesar de que el cable y el cubo no es original"
6,es,0,"Llego perfecto , en tiempo."
95,es,0,Es bueno sin embargo el marco que te ayuda a poner la mica no encajó bien en el celular para poner correctamente la mica siendo este para el celular que lo compre
99,es,1,"Llegó muy bien en su empaque, su instalación es muy sencilla de realizar. Siempre es garantía cualquier producto JETech"
186,es,0,Se pone amarillo aunque casi no se expone al sol
7,es,0,"Llegó en tiempo y forma, sin daños. Llevo 2 meses con el teléfono y todo va en orden"
194,es,1,Ajusta a la perfección y se siente de buena calidad
391,es,0,"No trae ni bolsas de aire ni papel, absolutamente nada y el celular viene rebotando por toda la caja de Amazon"
125,es,0,"Si me gusta mucho y protege bien , solo para instalarlo y que no le queden las famosas burbujas es una lata, fuera de eso todo bien. ya se me cayo y solo se estrello esto no la pantalla"
146,es,0,"Me gustó , quedó perfecto en el celular y llegó antes de lo esperado"
195,es,1,Ajusto bien y en el tiempo que lo tengo no a quedado amarillo
97,es,0,"Hoy se cumplen 2 meses exactamente desde compre este producto; venian 3 protectores y hoy ya no tengo ninguno. En mi caso, la herramienta si quedo bien en mi iPhone 15 pro (tienes que usar la herramienta sin case), y fue un poco dificil de instalar mas que nada por el hecho de tratar que no entren particulas ni queden burbujas, pero creo eso en general conlleva mucha atencion para dejar una instalacion buena.
Vi que mucha gente decia que no pegaban bien las orillas o quedaban burbujas, pero vuelvo a lo mismo, creo que eso es mas dependiente de como lo instalan, a el producto en si.
Lo malo de este es la resistencia: 2 meses y ya use los 3 protectores, se rompen facilmente al uso cotidiando. El 1ero un dia lo saque de mi bolsillo y estaba astillado, el 2do lo mismo, y el 3ero si se me cayo el cel y se rompio (aunque cumplio su funcion y solo se estrello el protector y no la pantalla).
Por 200 pesos, tampoco creo que uno se pueda poner tan exigente."
22,es,0,"Re acondicionado-Excelente, pero tiene varios detalles en las esquinas, pantalla rayada y el auto brillo no funciona. Estoy consiente que es re acondicionado, pero no está excelente."
196,es,1,"Excelentes fundas, de muy buena calidad y precio, muy bien empaquetadas, recomendables. No esperes algo fuera de lo normal, simplemente cumplen como debe de ser, estilos sencillos, económicos, le quedan perfecto al modelo."
98,es,1,"Buenísima, buena calidad al mejor precio. De verdad es una de la mejores compras que he hecho. La recomiendo mucho."
338,es,1,"Compré el equipo reacondicionado, con la opción de acondicionado premium, y me llegó como nuevo, sólo con detalles es muy mínimos y estéticos, casi imperceptibles, excelente compra"
197,es,1,Una funda que protege y tiene una excelente calidad
99,es,1,"Llegó muy bien en su empaque, su instalación es muy sencilla de realizar. Siempre es garantía cualquier producto JETech"
198,es,1,"Sinceramente no soy de opinar, pero esta funda superó mis expectativas, sobre todo porque hace resaltar el acabado de mi teléfono, además el material del que está echa es muy bueno, el Amat Sade tiene un agarre increíble, este producto lo recomiendo bastante!!!"
226,es,1,"Excelente producto, buena apariencia excelente textura y ajusto muy bien al teléfono."
293,es,1,"Excelente, llego en buen estado. La batería al 95%"
199,es,0,Me gustó mucho lo único que no me gustó es que se le filtra un poco de basura o polvo dentro de la carcasa…
350,es,0,"A mi en lo personal me gustó mucho, se ve casi nuevo, ya probé las cámaras y el rendimiento, tiene ligeros raspones en las orillas pero nada que una carcasa no oculte, de todo lo demás está intacto.
Lo recomiendo"
8,es,0,Lo que uno espera de un iPhone.
294,es,0,"La bocina después de dos semana que lo compré empezó a fallar, Estetica 10/10. En tiempo llego en una semana
Batería llego con un 89
Un poco desepcionada"
200,es,1,"la verdad que confio mucho en los productos de UGREEN, no me ha salido ninguno malo y en general los materiales siempre son de buena calidad. Esta funda no es la excepcion.

Compre un holder magnetico para el tablero del carro y esta funda se adhiere fuertemente, no compromete en nada el agarre del telefono, y hasta ahora con 3 meses de uso no se ha maltratado ni empezado a ver amarilla"
278,es,0,"Cambié de un iPhone 11 a este y se siente mucho la diferencia, el iPhone trae el 88% de batería sin problema me dura todo el dia y muy pocas veces he tenido que usar el ahorrar batería, las fotos y videos que toma son de la mejor calidad, en fin quedé muy contento con mi compra."
86,es,1,Queda perfecto el el iPhone y muy fácil de instalar
100,es,0,La rapidez de envío y entrega
328,es,0,Pila al 93!!! Estética de 10 ! Lo recomiendo totalmente ! Gracias !
201,es,0,"le quedo a la perfeccion al celular, a diferencia de la funda apple le entra menos polvo, en un par de caidas no muy altas ha funcionado bien, llevo 6 meses con ella y casi no se ha hecho amarilla, funcionada bien con cargardadores magsafe. lo recomiendo completamente"
247,es,0,"llego mas rapido de lo esperadno y muy bien empaquetado y listo para utilizar, ,muchas gracias"
295,es,0,"Al principio tenía mis dudas pero la verdad estoy muy satisfecho, el teléfono llegó sin ningún rasguño la batería al 96% de vida, y todo funcionando perfectamente, súper recomendado."
9,es,1,"El mejor celular en rendimiento, mejoraron muchísimo la duración de su batería. Las cámaras tienen una calidad impresionante, y la fluidez del manejo del equipo, aún en condiciones de edición de video en 4K es fabuloso. La mejor compra y a un excelente precio."
288,es,1,"Excelente equipo con un muy ligero detalle casi imperceptible en el cuadro de la cámara, la batería al 90% y además a un excelente precio"
381,es,1,"Como nuevo. estética 10/10 y la pila 100% de condición. En caja original, con cable nuevo original. Unicamente que viene abierto y parece usado."
202,es,0,"La mejor relación calidad - precio.
Mes conserva transparencia y no se amarilla."
236,es,1,"Solo llegó con un raspón mínimo junto a un borde de la cámara, pero de ahí en más excelente!! buen estado, batería al 89%, sin duda volvería a comprar con este vendedor"
11,es,1,"Excelente, llego la caja un poquito manchada, todo en orden, el color negro es muy bonito, útil y muy potente, me llegó un día antes de la fecha de entrega."
176,es,0,Buen precio
101,es,1,Aplicación fácil
199,es,0,Me gustó mucho lo único que no me gustó es que se le filtra un poco de basura o polvo dentro de la carcasa…
296,es,1,"El paquete me llego en Perfectas condiciones, el teléfono está prácticamente sin detalles estéticos, bateria al 90 %, muy bien por el precio"
102,es,1,Con el instalador es mucho más fácil al momento de instalar la mica quede de recta con el celular
135,es,1,"Al igual que sus otros productos, el cristal es de buena calidad y dureza. Sin embargo los bordes son rectos, salvo que lo uses con una carcasa, no es agradable al tacto. Además, al ser recto acumula polvo."
203,en,0,"SE SIENTE DE BUENA CALIDAD, CON RELACION AL PRECIO."
12,es,0,Recibí justo lo que esperaba y en buena calidad. La caja un poco rayada pero es lo mismo del desgaste de transporte. De ahi en fuera todo super bien con mi nuevo iPhone!
100,es,0,La rapidez de envío y entrega
103,es,0,Esta marca me gusta mucho porque se adapta exacto el protector al modelo de teléfono y es duradero
204,es,1,"Muy buen material, y quedó exacto para mi teléfono"
392,es,0,"Se siente muy cómodo, llegó un día después pero todo bien"
15,es,0,"Excélente artículo , me encantó"
104,es,1,"Siempre había comprado fundas Apple originales pero por el tiempo de entrega compré ésta funda y quedé gratamente sorprendido, es muy sólida, se agarra bien el teléfono, y sobre todo me gustó que en la parte posterior tiene los bordes levantados casi a la altura de las cámaras, agregando sujeción, y al incluir la Wallet magnética queda menos salida de la funda, haciendo más cómoda la sujeción al agregar una cartera. El único tema es que la grasa se le pega fácil (también pasa con fundas originales de silicona) y se puede sentir resbalosa, pero no se pierde prácticamente sujeción. El MagSafe es muy fuerte y funciona perfecto. Lo recomiendo mucho."
206,es,0,"Es buena la carcasa, la compré porque que decía que era anti amarillo pero después de algunos meses, como todas las carcasas trasparentes ya se hizo amarilla"
16,es,1,"Los iPhones Pro Max suelen destacar por:

Cámara avanzada: Apple tiende a incorporar tecnología de cámara innovadora en sus modelos Pro Max, ofreciendo mejoras significativas en calidad de imagen y capacidades fotográficas y de video.

Pantalla grande y calidad de visualización: La versión ""Max"" de los iPhones suele tener una pantalla más grande con tecnología OLED de alta calidad, ofreciendo colores vibrantes y una experiencia visual inmersiva.

Rendimiento y potencia: Los modelos Pro Max generalmente vienen con el hardware más avanzado de Apple en términos de procesadores y rendimiento, lo que garantiza una experiencia fluida y rápida en el uso diario y en aplicaciones exigentes.

Duración de la batería: Suelen ofrecer una batería de larga duración, lo que es beneficioso para aquellos que requieren un dispositivo con una buena autonomía."
44,es,1,"Es un producto muy completo, la mica ajusta perfectamente y te proporcionan todo desde un marco para que se alinee con mucha precisión, hasta los paños de limpieza y bandas para eliminar pelusas. Me deja muy complacido."
87,es,1,Fácil de colocar y de buena calidad
298,es,1,"Sin ningún detalle estético, solo con el porcentaje de la batería al 88% que igual es buena duración."
207,es,0,UGREEN Funda para iPhone 15 Pro MAX lo compre y sigue muy bien claro clarito no se amarillenta como otros que compre de barata funciona bien la carga inalámbrica este si no se calienta como otras marcas que he probado si lo recomiendo y volveré a comprar esta marca de micas y de accesorios
17,es,0,"El teléfono funciona correctamente, el único detalle son pequeños arañazos en la pantalla pero con el protector ya no se aprecian, todo lo demás al 100. Un 95 de 100"
23,es,0,"Muy buen producto, a pesar de ser re acondicionado no vienen con ningún golpe, rayón o tan desgastada la pila (92 de vida), sin duda lo recomiendo por el precio, 10/10"
105,es,1,Muy buena calidad
18,es,0,La batería dura poco y tiene mala recepción de la señal.
208,es,1,"Muy buena funda, a la medida y totalmente buena!"
106,es,1,Se coloca muy fácil con el marco de apoyo y no se ensucia de huellas como otros. Me gusta que cubre completamente la pantalla.
187,es,1,"Es la primera funda que compro, si me gusto mucho, el material es resistente, nada suave. Lo único que no me agradó y fue culpa mía, que tiene también protección para las cámaras y yo traigo el vidrio extra para protegerlas y yo no me fijé al momento de comprarlo. Pero se ajusta de lo mejor a teléfono."
76,es,1,"Buen material, y sencillo para su colocación"
301,es,0,"Al grabar videos tiene un sonido permanente como de interferencia, es horrible, no lo recomiendo para nada, lo reacondicionado es lo peor."
19,es,1,"Físicamente impecable, como nuevo, ya le cargue mi cuenta y funciona perfectamente, la batería dura más de 48 horas, pantalla funcionando correctamente así como los botones, no diría que es un teléfono renovado. La relación calidad-precio fantástica, aún falta colocar la tarjeta sim. Tengo aún dos meses para seguir probando el iPhone pero hasta hoy estoy satisfecho."
279,es,1,"Excelente servicio ningún detalle e inconveniente, buen estado sin detalles!
Excelente compra ❤️"
289,es,0,"Lo compré el 20 de junio y en menos de 4 meses se descompuso de la nada. Lo he cuidado muy bien, inclusive compré cargador original, no lo uso cuando está cargando, no se me cayó ni unas vez y así en funcionamiento se apagó, ya no prendió.
Tenía expectativas muy altas. Pero en mi opinión es mejor comprar uno nuevo. Tengo el 11 y le he dado batalla y sigue conmigo."
299,es,1,"Play Video
Me encantó llegó en perfectas condiciones, con capacidad de batería al 100% sin rayones sin detalles
Me fue muy bien la verdad ❤️"
147,es,0,Se mira bien y esperemos que no se haga amarillo rápido
209,es,1,Excelente producto y calidad
107,es,0,Transparente y resistente
20,es,0,"Estética casi perfecta un 9/10
Muy buenas cámaras y zoom
Pero no tiene ranura para SIM
Y la ESIM que le intentaba registrar no me lo permitió, tuve que solicitar devolución."
300,es,0,"Tuve suerte con la pila al 99% solo tiene un pequeño rayón en la pantalla pero no se le ve con la mica pero está casi nuevo, a pesar de que el cable y el cubo no es original"
329,es,0,"Tengo temor de este texto q me apareció al notificarme una actualización, alguien me puede ayudar? Todo bien con el funcionamiento del equipo solo eso me dejo en duda"
33,es,1,Llegó rápido y en súper buen estado
21,es,1,"Excelente calidad sin detalles externos, envío muy rápido"
210,es,0,"Llevo cerca de 4 meses y uso, cumple la función de proteger, sin embargo ya comienza a notarse algo amarillenta de los laterales. La recomiendo pero solo como funda provisional"
227,es,1,"Se percibe de buena calidad, relativamente suave en los bordes, lo cual da una sensación agradable, cubra la parte de alrededor de los lentes de la cámara, lo cual se agradece. Cubre perfectamente el teléfono. Espero que también resista y cubra al iPhone al caerse. 10 de 10 por el momento."
301,es,0,"Al grabar videos tiene un sonido permanente como de interferencia, es horrible, no lo recomiendo para nada, lo reacondicionado es lo peor."
211,es,0,"Pórtese bien mi iphone pero tengo problemas al instalarles la mica por que se levantan por los bordes de esta protección , pero es excelente"
382,es,0,"No lo recomiendo ya que a pesar de funcionar, el micrófono principal no le sirve, llego con muchos rayones y por el precio que pague me parece una calidad mediocre, no lo pude devolver así que ahora gastare en reparar el micrófono a pesar del precio que pague."
22,es,0,"Re acondicionado-Excelente, pero tiene varios detalles en las esquinas, pantalla rayada y el auto brillo no funciona. Estoy consiente que es re acondicionado, pero no está excelente."
351,es,1,"Funciona a la perfección lo recomiendo mucho, es perfecto me encantó"
108,es,0,"Me pareció muy bien que vengan 3 micas y sus kits de limpieza, anteriormente ya había tenido una y duró bastante tiempo hasta que se me cayó mi telefono. Las recomiendo. Además le quedan bien a un iPhone 14 pro :)"
77,es,0,"Protector de celular, la calidad"
302,es,1,"Excelente las condiciones del equipo, precio calidad, estética de 10, cero rayones, batería un 87 %. Ahora a utilizarlo."
23,es,0,"Muy buen producto, a pesar de ser re acondicionado no vienen con ningún golpe, rayón o tan desgastada la pila (92 de vida), sin duda lo recomiendo por el precio, 10/10"
101,es,1,Aplicación fácil
212,es,0,Al cabo de 2 meses empieza a ponerse un poco amarilla de los bordes
109,es,1,"Me sorprende que aun en ls tiendas oficiales de apple no vendan protectores de pantalla oficiales para su producto estrella, Apple trabaja de la mano con la marca BELKIN, y me dijeron que todavía no tenían ni las protecciones ni la maquina para ponerlos, lo cual me sorprendió

Pero este cristal templado, queda excelente, viene con un dispositivo que ayuda a la colocación y que quede en su lugar, pero aun asi me quedaron algunas basuras atrapadas, ahí es cuestión de la persona que lo ponga"
399,es,0,Es la 4ta vez que compro esta mica para mis celulares y siempre los ha protegido de maravilla. Seguiré utilizándola
393,es,1,"Tengo años comprando los cases y las micas de vidrio de esta marca y jamás he tenido ningún problema.

Me encantó que ahora trae una guía que hace que la instalación sea más fácil de lo que era antes, la mica me quedó sin burbujas y quedó perfectamente al tamaño de la pantalla.

Otro detalle que me gusta es que no solamente viene 1 si no 2 cristales protectores y de verdad duran muchísimo. Yo soy una persona que cuida mucho su teléfono aunque lo traiga con funda y cristal y de verdad es raro que tenga que cambiarlo.

Tuve el iPhone 12 por aproximadamente 4 años usando los cristales de esta marca y solo necesite 3 de estos cristales durante todo este periodo, me quedó sobrando uno y ya me actualicé al iPhone 16. La verdad yo sigo muy contenta de usar esta marca y la seguiré usando cada que cambie de teléfono, es de confianza 100%"
24,es,0,"En base a lo explicado por parte de Amazon renewed. Básicamente el el teléfono viene super bien. Funciona perfectamente, solo con unos pequeños rasguños en los costados y un poco sobre la pantalla aun costado del botón de bloqueo.
Lo único que no me gustó es que llegó con el 89% de batería a pesar de las especificaciones que debería ser mínimo de 90% según la categoría que le dieron.
Muy recomendable 👌."
303,es,0,"El teléfono me llegó con Estetica del 100% ni un solo detalle, con batería al 90%
Hasta ahorita llevo una semana de uso y no ha presentado ninguna falla. Lo único que si esta súper chafa es el cargador, carga muy lento, es conveniente comprar el original."
213,es,1,"Excelentes acabados, suave al tacto, sin rebabas y muy buen grip.
Imanes potentes.
Agrega poco volumen al dispositivo."
248,es,1,"Está súper lindo y funcional, la pila le llegó con 87% y trae un pequeño rayón en la parte de atrás pero no se nota (de hecho yo no la había notado hasta que mi hermana me dijo)"
110,es,0,Cubre al 100% el total de la.pantalla vienen 3 así que en caso de dañarse unala puedes cambiar compré la no t arrepentirás
280,es,0,"Excelente, llego en tiempo solicitado y en buen estado, parece nuevo, solo la pila si salió con el 88 % pero de ahí en más todo súper bien"
304,es,0,El producto llegó despues de la fecha de entrega y en un domicilio incorrecto.
214,es,1,"Es muy buena funda, me gustó mucho, se adapta muy bien al iPhone, se hizo amarilla como a los 4 mese de haberla comprado, así que si, eso de que no se hace amarilla es marketing."
24,es,0,"En base a lo explicado por parte de Amazon renewed. Básicamente el el teléfono viene super bien. Funciona perfectamente, solo con unos pequeños rasguños en los costados y un poco sobre la pantalla aun costado del botón de bloqueo.
Lo único que no me gustó es que llegó con el 89% de batería a pesar de las especificaciones que debería ser mínimo de 90% según la categoría que le dieron.
Muy recomendable 👌."
339,es,0,"No sé si sea el modelo o el teléfono, pero la pantalla se ve algo extraña, he tenido otros iPhones y no se ve así, esta pantalla se ve rara, con brillo muy bajo se ve de muy mala calidad"
111,es,1,Excelente producto la pantalla se ve genial
330,es,0,"Batería 100%
Estética de 9.9/10
Llego como nuevo"
400,es,1,"Queda perfecto si burbujas, muy sencillo de instalar"
305,es,0,El producto llego en las condiciones prometidas funcionando bien y con una batería con capacidad del 89%
127,es,1,Siempre compro esta marca y nunca me ha fallado. Si protege bien la pantalla.
112,es,1,Características
200,es,1,"la verdad que confio mucho en los productos de UGREEN, no me ha salido ninguno malo y en general los materiales siempre son de buena calidad. Esta funda no es la excepcion.

Compre un holder magnetico para el tablero del carro y esta funda se adhiere fuertemente, no compromete en nada el agarre del telefono, y hasta ahora con 3 meses de uso no se ha maltratado ni empezado a ver amarilla"
215,es,1,Se ajusta perfecto y después de algunos meses se sigue viendo bien
88,es,0,"La resistencia del cristal, el grosor y el tamaño es excelente para proteger la pantalla de tu iPhone 15 pro.

Tengo un PERO para este kit, el kit en general es muy bueno y completo (calidad precio) pero el marco guía que ponen no te da esa seguridad de ponerlo bien ya que tiene unos picos como guía y no es el marco completo, tiene su chiste para ponerlo por que si lo pones de arriba hacia la parte de abajo te quedará algo chueco, no es para espantarse pero si se nota, si quieres una buena instalación tienes que hacerlo de uno de los lados a otro, me di cuenta haciendo varios intentos con uno de los cristales antes de desperdiciar otro de los 3 que te envían.

Quitando eso de la instalación, el kit es muy bueno y de muy buena calidad
Por eso le doy 4 estrellas

Recomendable !!!"
306,es,0,"El celular los primeros meses funciono correctamente , el problema estuvo en el tercer mes , que dejo de funcionar la pantalla del equipo , estoy intentando hacer valida la garantia de 90 dias de amazon renewed, mas solo me estan dando largas , y ya esta pronto a expirar la garantia"
401,en,0,"Typically, I struggle with putting these covers on without air bubbles. The simple directions and applicators make it easy and foolproof. No bubbles and I’m very pleased with the quality."
113,es,0,"Cubre con la descripción, excelente producto"
383,es,0,Nunca pude usar el celular no prendio
237,es,0,"Tenía dudas sin embargo me animé a pedirlo y llegó al otro día bien empacado con un cable genérico de carga el celular ya traía una mica de pantalla completa pero la pantalla está intacta en general la estética es de 98% solo tiene un micro golpecito muy imperceptible en la parte de arriba todo funcionando bien y corrí con suerte de la pila al 100% el vendedor es buySPRY, muy bien por lo menos como me fue a mi lo recomiendo mucho les anexo fotos del artículo fue un iPhone 13 Pro Max de 128 gb"
114,es,0,La recomiendo
302,es,1,"Excelente las condiciones del equipo, precio calidad, estética de 10, cero rayones, batería un 87 %. Ahora a utilizarlo."
402,en,0,"I've been using this brand of screen protectors for years now on my iPhones, iPads & even android devices & they haven't let me down yet as they protected my devices from many instances of near to full drop, scrapes & even being closed in a trunk that damaged the screen protector but not the phone screens, which is great bc screens aren't cheap but these protectors are easily affordable to replace but super effective at doing there job, so here's to hoping they continues to be effective savors going forward.

As for what's included I'm happy to have gotten the easy to install aligner to get the protector on super easy, but beyond the included sticky tape to glop up any debris & bubble remover card that deals with any big bubbles you might have, but the included microfiber cloth & wipes suck bad & id honestly say to avoid them at all cost & just use a clean soft shirt or clean old rag with some alcohol that doesn't streak or leave dust/fibers on what your cleaning to get your device ready for the protector, bubbles don't seem to be an issue with these case's as long as you get it really clean but even if you mess up you have a second protector included to try again or replace the current one with if anything happens."
25,es,1,"Llegó el día esperado, evidente con su cargador genérico, pero lo que me sorprendió es que venía con un 100% de capacidad de la batería, y su garantía de fábrica aun valida. Ningún detalle estético, como si fuera totalmente nuevo."
307,es,0,El estado de conservación del teléfono sobrepasó mis expectativas… todo muy bien!
403,en,1,Great product. Very sturdy and really clear. I recommend
290,es,1,Muy buena compra en excelente estado batería al 99 sin fallas
216,es,1,Excelente relación precio y calidad
45,es,0,Pedi este producto dos veces y la verdad es que no me decepcionó
116,es,0,"Muy buena calidad y fácil de instalar, sin marcos feos que disminuchen la vision de la pantalla, totalmente cristalina. Lo mejor de todo es que vienen 3 a precio de 1. Vas a una plaza de la lacrería y se atacan vendiendote una al mismo precio y todavía con marcos feos y de dudosa calidad.

Solo que de verdad tengan cuidado, de preferencia no tener un ventilador o cualquier fuente de aire que les pueda aventar polvo, porque cualquier mota de polvo que le pueda caer hará que deje burbujas que ya no se puedan quitar. Yo hasta la tercera me quedó bien XD

Lo volvería a comprar 10/10"
34,es,0,"Lo compré en oferta en color blanco y es muy bonito, lo mismo de siempre pero un poco más potente."
217,es,0,"cuando destape el equipo logre apreciar que es un material de calidad y mayormente rigido, eso es importante, no se ha puesto amarillento, cumple buena funcion en magsafe, me agrada que tenga proteccion en los lados de la camara, más sin embargo quedan al ras con las lentes de la misma, a veces me dan miedo se rayen cuando lo pongo en superficies, debido a eso suelo ponerlo boca abajo"
26,es,0,"Llego muy bien con un cable genérico pero todo bien, en general el equipo esta en buen estado sin rayones únicamente un raspón en la parte superior izquierda pero no se ve mucho y con mica, estaba viendo que algunos les entregan cargador, en mi caso solo fue el cable."
352,es,0,Lo recomiendo ampliamente
27,es,1,"La batería me llegó al 90% y solo se ve un pequeño detalle en la pantalla, casi ni se nota, por el resto está genial"
117,es,1,"Fácil de instalar, se hacen burbujas en las orillas"
148,es,0,Se nota baste la calidad y lo recomiendo muchísimo.
188,es,0,"Es una excelente funda con buenos materiales y el MagSafe funciona súper bien, lo único malo es que si se amarillenta de los bordes, llevo 6 meses con ella, no lo expongo al sol y aún así se puso amarilla de las orillas.
No cumple del todo"
28,es,0,Nos llegó con una raya en la pantalla
218,es,1,"Se siente bastante bien al tacto y la calidad es indudable,"
406,es,0,"Llego seminuevo, batería al 100%, no trae charola para chip, es esim, sin detalles estéticos, liberado, original, Amazon EU."
340,es,0,"Aún siendo un equipo “reacondicionado” el precio es demasiado alto para el valor que tiene este modelo en el mercado hoy en día y aparte están muy dañados! Claramente se ve que a mi equipo le hicieron un cambio de pantalla porque tiene líneas de colores feas y le da mala calidad a la pantalla, no se porque venden equipos muy malos 😣"
406,es,0,"Llego seminuevo, batería al 100%, no trae charola para chip, es esim, sin detalles estéticos, liberado, original, Amazon EU."
308,es,0,Traia 100% de bateria sin ningun tipo de daño estetico 10/10
29,es,1,"Play Video
El teléfono es muy bonito, pero tiene varios detalles estéticos, la mica que le agregaron para protección, cubría un rayón que tenía, tiene múltiples raspones alrededor del teléfono pero es completamente funcional, no genera conflicto con este, las cámaras funcionan increíble, es un buen producto pero pudieron referirse mucho mejor a el en la descripción"
102,es,1,Con el instalador es mucho más fácil al momento de instalar la mica quede de recta con el celular
118,es,1,"Trae tres micas, tiene buena calidad"
309,es,0,"Tengo menos de dos semanas con el teléfono y ya no sirve la pantalla. No enciende. Además de el teléfono llegó con muchos raspones en el Marco., Ya he comprado productos renovados, pero hasta ahora no había tenido ningún problema, pero este último terrible, no lo recomiendo, lo voy a devolver"
249,es,1,Es un excelente producto
30,es,1,"El equipo lo compré en calidad “bueno” y me llegó un equipo que calificaría como 9.5 de 10, la pantalla y la parte trasera del equipo están excelentes, solo un pequeño muy leve raspón en la esquina superior derecha que muestro en las fotos, sin duda es una excelente compra, lo recomiendo ampliamente."
119,es,1,Fácil de instalar
136,es,1,"ugreen es sinonimo de calidad, la funda proteje tambien los lentes de la camara, la recomiendo mucho la vi junto a la original de apple y no tiene nada que envidiarle de echo visualmente a pesar de que es transparente igual que la original de apple esta de ugreen se ve mejor, tambien la de ugreen proteje bien todos el equipo y no deja descubierta la parte de abajo, el iman tiene mucha fuerza y lo mejor esta a un precio mas accesible"
219,es,0,"Me gusta mucho como se ve sobre todo que protege muy bien el cuadro de las cámaras, no se activa el MagSafe como con las originales y faltará ver si en verdad no se pone amarilla con el tiempo ya que la venden como un producto al cual no le sucede eso hasta el momento contento con la compra"
